Location,Date,Hour,Temperature,Condition,Pressure,Humidity,Luminosity,Rain,Place,Clothes
Cluj-Napoca,2022-07-09,14:00,21.5,Partly cloudy,1016.0,67,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-09,15:00,21.9,Partly cloudy,1016.0,63,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-09,16:00,21.6,Partly cloudy,1015.0,64,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-09,17:00,21.3,Partly cloudy,1015.0,65,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-09,18:00,21.0,Partly cloudy,1015.0,65,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-09,19:00,20.0,Partly cloudy,1015.0,69,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-09,20:00,18.9,Partly cloudy,1015.0,74,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-09,21:00,17.6,Partly cloudy,1016.0,78,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-09,22:00,17.0,Partly cloudy,1015.0,74,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-09,23:00,16.2,Partly cloudy,1015.0,70,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-10,00:00,15.7,Clear,1015.0,66,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-10,01:00,14.5,Partly cloudy,1014.0,65,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-10,02:00,15.0,Partly cloudy,1014.0,63,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-10,03:00,15.4,Partly cloudy,1014.0,62,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-10,04:00,15.6,Partly cloudy,1013.0,62,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-10,05:00,14.6,Cloudy,1013.0,61,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-10,06:00,16.1,Cloudy,1013.0,61,4.0,0,home,Pijamas
Cluj-Napoca,2022-07-10,07:00,17.3,Cloudy,1013.0,58,4.0,0,home,Pijamas
Cluj-Napoca,2022-07-10,08:00,18.4,Partly cloudy,1012.0,54,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-10,09:00,18.3,Patchy rain possible,1012.0,51,4.0,1,home,Pijamas
Cluj-Napoca,2022-07-10,10:00,18.3,Patchy rain possible,1012.0,51,4.0,1,beach,"Swimsuit, summer dress, flip-flops, hat"
Cluj-Napoca,2022-07-10,11:00,18.9,Patchy rain possible,1012.0,51,4.0,1,beach,"Swimsuit, summer dress, flip-flops, hat"
Cluj-Napoca,2022-07-10,12:00,20.5,Cloudy,1012.0,52,5.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-10,13:00,20.1,Cloudy,1012.0,50,5.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-10,14:00,19.8,Cloudy,1012.0,49,4.0,0,beach,"Swimsuit, summer dress, flip-flops, hat"
Cluj-Napoca,2022-07-10,15:00,19.4,Cloudy,1011.0,48,4.0,0,beach,"Swimsuit, summer dress, flip-flops, hat"
Cluj-Napoca,2022-07-10,16:00,20.1,Partly cloudy,1012.0,53,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-10,17:00,19.8,Partly cloudy,1012.0,59,5.0,0,beach,"Swimsuit, summer dress, flip-flops, hat"
Cluj-Napoca,2022-07-10,18:00,19.1,Patchy rain possible,1012.0,64,4.0,1,beach,"Swimsuit, summer dress, flip-flops, hat"
Cluj-Napoca,2022-07-10,19:00,17.6,Partly cloudy,1012.0,69,5.0,0,restaurant,"Pants, blouse, sneakers"
Cluj-Napoca,2022-07-10,20:00,16.3,Partly cloudy,1012.0,74,5.0,0,restaurant,"Pants, blouse, sneakers"
Cluj-Napoca,2022-07-10,21:00,15.1,Cloudy,1013.0,80,4.0,0,restaurant,"Pants, blouse, sneakers"
Cluj-Napoca,2022-07-10,22:00,14.2,Partly cloudy,1013.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-10,23:00,13.4,Partly cloudy,1014.0,86,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-11,00:00,12.7,Clear,1015.0,89,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-11,01:00,12.6,Partly cloudy,1015.0,88,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-11,02:00,12.5,Partly cloudy,1015.0,87,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-11,03:00,12.3,Partly cloudy,1015.0,86,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-11,04:00,12.3,Partly cloudy,1016.0,83,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-11,05:00,11.6,Clear,1016.0,80,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-11,06:00,11.9,Sunny,1016.0,77,4.0,0,home,Pijamas
Cluj-Napoca,2022-07-11,07:00,13.2,Sunny,1016.0,69,4.0,0,home,Pijamas
Cluj-Napoca,2022-07-11,08:00,14.6,Partly cloudy,1016.0,62,4.0,0,home,Pijamas
Cluj-Napoca,2022-07-11,09:00,15.9,Partly cloudy,1017.0,55,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-07-11,10:00,16.4,Partly cloudy,1017.0,55,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-07-11,11:00,16.8,Partly cloudy,1017.0,54,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-07-11,12:00,17.3,Cloudy,1017.0,54,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-07-11,13:00,18.1,Cloudy,1017.0,51,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-07-11,14:00,18.8,Cloudy,1017.0,48,4.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-07-11,15:00,19.6,Patchy rain possible,1017.0,45,4.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-07-11,16:00,19.9,Patchy rain possible,1016.0,44,4.0,1,office,"Pants, blouse, jacket, elegant shoes"
Cluj-Napoca,2022-07-11,17:00,20.1,Partly cloudy,1016.0,42,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-11,18:00,20.4,Partly cloudy,1016.0,41,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-11,19:00,17.9,Partly cloudy,1017.0,49,5.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-07-11,20:00,16.6,Partly cloudy,1017.0,57,5.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-07-11,21:00,14.4,Partly cloudy,1018.0,65,4.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-07-11,22:00,14.0,Partly cloudy,1018.0,63,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-11,23:00,12.3,Partly cloudy,1018.0,61,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-12,00:00,12.0,Partly cloudy,1019.0,60,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-12,01:00,11.6,Clear,1018.0,60,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-12,02:00,11.3,Clear,1018.0,60,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-12,03:00,10.9,Clear,1018.0,60,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-12,04:00,11.2,Clear,1018.0,61,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-12,05:00,11.5,Clear,1018.0,61,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-12,06:00,11.8,Sunny,1019.0,62,4.0,0,home,Pijamas
Cluj-Napoca,2022-07-12,07:00,13.9,Sunny,1019.0,55,4.0,0,home,Pijamas
Cluj-Napoca,2022-07-12,08:00,16.0,Sunny,1019.0,49,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-12,09:00,17.0,Sunny,1019.0,43,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-07-12,10:00,18.2,Sunny,1019.0,40,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-07-12,11:00,19.3,Partly cloudy,1019.0,38,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-07-12,12:00,20.4,Partly cloudy,1019.0,36,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-12,13:00,21.5,Partly cloudy,1019.0,36,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-12,14:00,20.9,Partly cloudy,1019.0,37,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-12,15:00,20.3,Partly cloudy,1020.0,38,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-12,16:00,20.6,Partly cloudy,1019.0,36,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-12,17:00,21.0,Patchy rain possible,1019.0,35,5.0,1,office,"Skirt, blouse, elegant shoes"
Cluj-Napoca,2022-07-12,18:00,20.3,Patchy rain possible,1019.0,33,5.0,1,office,"Skirt, blouse, elegant shoes"
Cluj-Napoca,2022-07-12,19:00,18.4,Sunny,1020.0,39,5.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-07-12,20:00,16.7,Sunny,1020.0,46,5.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-07-12,21:00,14.9,Sunny,1021.0,52,4.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-07-12,22:00,13.9,Clear,1021.0,56,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-12,23:00,12.4,Clear,1021.0,61,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-13,00:00,12.2,Clear,1021.0,65,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-13,01:00,12.0,Clear,1021.0,65,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-13,02:00,11.9,Clear,1021.0,65,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-13,03:00,11.7,Clear,1021.0,64,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-13,04:00,12.4,Clear,1021.0,63,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-13,05:00,13.0,Partly cloudy,1021.0,62,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-13,06:00,13.7,Patchy rain possible,1021.0,61,3.0,1,home,Pijamas
Cluj-Napoca,2022-07-13,07:00,16.0,Patchy rain possible,1021.0,54,4.0,1,home,Pijamas
Cluj-Napoca,2022-07-13,08:00,17.1,Patchy rain possible,1021.0,47,4.0,1,home,Pijamas
Cluj-Napoca,2022-07-13,09:00,19.3,Partly cloudy,1021.0,40,5.0,0,office,"Skirt, blouse, heels shoes"
Cluj-Napoca,2022-07-13,10:00,20.5,Partly cloudy,1020.0,37,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-13,11:00,22.8,Partly cloudy,1020.0,34,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-13,12:00,22.9,Partly cloudy,1020.0,32,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-13,13:00,24.4,Partly cloudy,1019.0,30,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-13,14:00,24.8,Sunny,1019.0,28,6.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-13,15:00,25.3,Sunny,1018.0,27,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-13,16:00,25.3,Sunny,1018.0,28,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-13,17:00,25.2,Sunny,1018.0,29,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-13,18:00,25.2,Sunny,1018.0,30,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-13,19:00,22.3,Sunny,1018.0,35,6.0,0,gym,"Athletic shorts, sport bra, sneakers"
Cluj-Napoca,2022-07-13,20:00,20.5,Sunny,1019.0,40,6.0,0,gym,"Athletic shorts, sport bra, sneakers"
Cluj-Napoca,2022-07-13,21:00,18.3,Sunny,1019.0,46,5.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-07-13,22:00,17.5,Clear,1019.0,47,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-13,23:00,16.8,Clear,1019.0,48,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-14,00:00,16.3,Clear,1019.0,50,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-14,01:00,15.4,Clear,1019.0,52,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-14,02:00,15.7,Clear,1019.0,55,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-14,03:00,16.0,Clear,1019.0,58,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-14,04:00,16.5,Clear,1019.0,59,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-14,05:00,15.4,Clear,1019.0,59,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-14,06:00,15.9,Partly cloudy,1019.0,60,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-14,07:00,20.0,Partly cloudy,1019.0,52,6.0,0,home,Pijamas
Cluj-Napoca,2022-07-14,08:00,22.6,Partly cloudy,1019.0,45,6.0,0,home,Pijamas
Cluj-Napoca,2022-07-14,09:00,24.2,Partly cloudy,1019.0,37,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-14,10:00,25.6,Partly cloudy,1019.0,34,7.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-14,11:00,26.8,Partly cloudy,1018.0,32,7.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-14,12:00,28.1,Sunny,1018.0,29,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-14,13:00,29.3,Partly cloudy,1017.0,28,7.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-14,14:00,29.0,Partly cloudy,1017.0,28,7.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-14,15:00,28.8,Partly cloudy,1016.0,27,7.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-14,16:00,28.3,Partly cloudy,1016.0,29,7.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-14,17:00,27.9,Partly cloudy,1015.0,31,7.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-14,18:00,27.4,Partly cloudy,1015.0,33,7.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-14,19:00,25.4,Partly cloudy,1015.0,38,7.0,0,gym,"Leggings, t-shirt, sneakers"
Cluj-Napoca,2022-07-14,20:00,23.3,Partly cloudy,1015.0,42,6.0,0,gym,"Leggings, t-shirt, sneakers"
Cluj-Napoca,2022-07-14,21:00,21.3,Partly cloudy,1015.0,47,6.0,0,gym,"Leggings, t-shirt, sneakers"
Cluj-Napoca,2022-07-14,22:00,20.6,Partly cloudy,1015.0,47,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-14,23:00,19.9,Clear,1015.0,47,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-15,00:00,19.2,Clear,1015.0,46,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-15,01:00,19.2,Clear,1014.0,47,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-15,02:00,19.3,Clear,1014.0,47,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-15,03:00,19.3,Clear,1013.0,48,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-15,04:00,18.1,Clear,1013.0,50,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-15,05:00,17.6,Clear,1013.0,52,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-15,06:00,18.0,Sunny,1013.0,55,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-15,07:00,21.1,Sunny,1014.0,49,6.0,0,home,Pijamas
Cluj-Napoca,2022-07-15,08:00,23.2,Sunny,1014.0,44,6.0,0,home,Pijamas
Cluj-Napoca,2022-07-15,09:00,25.3,Sunny,1014.0,38,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-15,10:00,27.1,Sunny,1014.0,36,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-15,11:00,29.0,Sunny,1014.0,33,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-15,12:00,29.5,Sunny,1013.0,30,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-15,13:00,30.5,Sunny,1013.0,31,8.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-15,14:00,29.0,Patchy rain possible,1013.0,31,6.0,1,office,"Skirt, blouse, elegant shoes"
Cluj-Napoca,2022-07-15,15:00,28.9,Partly cloudy,1013.0,31,7.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-15,16:00,29.7,Sunny,1013.0,32,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-15,17:00,28.2,Patchy rain possible,1013.0,33,6.0,1,office,"Skirt, blouse, elegant shoes"
Cluj-Napoca,2022-07-15,18:00,27.8,Sunny,1013.0,34,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-15,19:00,26.2,Sunny,1013.0,41,7.0,0,gym,"Athletic shorts, sport bra, sneakers"
Cluj-Napoca,2022-07-15,20:00,23.0,Sunny,1014.0,49,6.0,0,gym,"Athletic shorts, sport bra, sneakers"
Cluj-Napoca,2022-07-15,21:00,21.0,Sunny,1015.0,56,6.0,0,gym,"Athletic shorts, sport bra, sneakers"
Cluj-Napoca,2022-07-15,22:00,19.7,Clear,1015.0,53,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-15,23:00,19.5,Partly cloudy,1016.0,51,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,00:00,19.4,Partly cloudy,1016.0,48,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,01:00,18.9,Partly cloudy,1016.0,48,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,02:00,18.4,Partly cloudy,1016.0,48,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,03:00,17.9,Partly cloudy,1016.0,48,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,04:00,17.5,Clear,1017.0,49,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,05:00,17.2,Clear,1017.0,49,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,06:00,16.8,Sunny,1017.0,50,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,07:00,19.3,Sunny,1017.0,44,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,08:00,21.8,Sunny,1017.0,38,6.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,09:00,22.7,Sunny,1018.0,31,6.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,10:00,23.9,Sunny,1017.0,28,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-16,11:00,25.4,Sunny,1017.0,25,7.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-16,12:00,27.2,Sunny,1017.0,22,7.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-16,13:00,27.2,Sunny,1017.0,23,7.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-16,14:00,26.9,Sunny,1017.0,23,7.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-16,15:00,26.7,Partly cloudy,1016.0,24,7.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-16,16:00,26.4,Partly cloudy,1016.0,25,7.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-16,17:00,26.1,Partly cloudy,1016.0,25,7.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-16,18:00,25.7,Partly cloudy,1016.0,26,7.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-16,19:00,24.7,Partly cloudy,1016.0,31,6.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,20:00,22.5,Partly cloudy,1016.0,36,6.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,21:00,20.4,Partly cloudy,1017.0,40,6.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,22:00,19.0,Partly cloudy,1018.0,43,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-16,23:00,17.7,Clear,1018.0,45,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-17,00:00,17.5,Clear,1019.0,47,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-17,01:00,17.0,Partly cloudy,1019.0,50,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-17,02:00,15.6,Partly cloudy,1020.0,53,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-17,03:00,16.3,Partly cloudy,1020.0,56,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-17,04:00,15.1,Partly cloudy,1021.0,57,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-17,05:00,15.1,Clear,1021.0,59,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-17,06:00,15.0,Sunny,1021.0,60,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-17,07:00,16.7,Sunny,1022.0,52,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-17,08:00,18.5,Sunny,1022.0,45,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-17,09:00,20.2,Sunny,1022.0,37,6.0,0,home,Pijamas
Cluj-Napoca,2022-07-17,10:00,20.9,Sunny,1022.0,33,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-17,11:00,22.3,Sunny,1022.0,28,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-17,12:00,23.6,Sunny,1022.0,24,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-17,13:00,23.8,Sunny,1022.0,22,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-17,14:00,23.9,Sunny,1022.0,21,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-17,15:00,24.0,Sunny,1021.0,19,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-17,16:00,24.6,Sunny,1021.0,20,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-17,17:00,24.0,Partly cloudy,1021.0,21,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-17,18:00,23.5,Partly cloudy,1021.0,22,6.0,0,beach,"Swimsuit, summer dress, sandals, hat"
Cluj-Napoca,2022-07-17,19:00,21.2,Partly cloudy,1022.0,26,6.0,0,restaurant,"Jumpsuit, heels shoes"
Cluj-Napoca,2022-07-17,20:00,18.9,Sunny,1023.0,29,5.0,0,restaurant,"Pants, blouse, heels shoes"
Cluj-Napoca,2022-07-17,21:00,16.6,Sunny,1023.0,32,5.0,0,restaurant,"Pants, blouse, heels shoes"
Cluj-Napoca,2022-07-17,22:00,15.3,Clear,1023.0,35,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-17,23:00,14.0,Clear,1023.0,38,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-18,00:00,12.7,Clear,1024.0,42,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-18,01:00,12.7,Clear,1024.0,43,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-18,02:00,12.6,Clear,1023.0,44,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-18,03:00,12.6,Clear,1023.0,45,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-18,04:00,12.8,Clear,1023.0,46,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-18,05:00,13.1,Clear,1024.0,47,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-18,06:00,13.3,Sunny,1024.0,48,4.0,0,home,Pijamas
Cluj-Napoca,2022-07-18,07:00,16.0,Sunny,1024.0,42,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-18,08:00,18.8,Sunny,1023.0,36,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-18,09:00,20.3,Sunny,1023.0,31,6.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-18,10:00,22.1,Sunny,1023.0,28,6.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-18,11:00,24.0,Sunny,1022.0,25,6.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-18,12:00,25.7,Sunny,1022.0,22,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-18,13:00,25.8,Sunny,1021.0,21,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-18,14:00,25.8,Sunny,1021.0,20,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-18,15:00,25.7,Sunny,1020.0,19,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-18,16:00,25.4,Sunny,1020.0,19,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-18,17:00,25.0,Sunny,1020.0,20,6.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-18,18:00,24.6,Partly cloudy,1020.0,20,6.0,0,office,"Dress, heels shoes"
Cluj-Napoca,2022-07-18,19:00,22.8,Sunny,1020.0,24,6.0,0,gym,"Athletic shorts, sport bra, sneakers"
Cluj-Napoca,2022-07-18,20:00,19.7,Sunny,1021.0,29,5.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-07-18,21:00,18.2,Sunny,1021.0,33,5.0,0,gym,"Leggins, t-shirt, running shoes"
Cluj-Napoca,2022-07-18,22:00,17.0,Clear,1022.0,35,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-18,23:00,15.9,Clear,1023.0,38,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-19,00:00,14.7,Clear,1023.0,40,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-19,01:00,13.7,Clear,1023.0,41,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-19,02:00,13.8,Clear,1023.0,42,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-19,03:00,13.9,Clear,1023.0,44,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-19,04:00,14.2,Clear,1023.0,45,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-19,05:00,14.6,Clear,1023.0,47,1.0,0,home,Pijamas
Cluj-Napoca,2022-07-19,06:00,14.9,Sunny,1023.0,48,4.0,0,home,Pijamas
Cluj-Napoca,2022-07-19,07:00,17.5,Sunny,1023.0,43,5.0,0,home,Pijamas
Cluj-Napoca,2022-07-19,08:00,20.1,Sunny,1023.0,38,6.0,0,home,Pijamas
Cluj-Napoca,2022-07-19,09:00,22.7,Sunny,1023.0,33,6.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-19,10:00,24.6,Sunny,1022.0,31,6.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-19,11:00,25.4,Sunny,1022.0,29,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-19,12:00,27.0,Sunny,1021.0,27,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-19,13:00,27.7,Sunny,1020.0,25,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-19,14:00,28.3,Sunny,1020.0,23,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-19,15:00,28.6,Sunny,1019.0,22,7.0,0,office,"Dress, sandals"
Cluj-Napoca,2022-07-19,16:00,28.0,Sunny,1019.0,22,7.0,0,office,"Dress, sandals"
